,Tweet,handle,tweet_text,Polarity,Subjectivity
10213,"@USAirways ""good news. We've located the crew and made contact with them"". flight was supposed to leave 4 minutes ago. #usairwaysfail",@USAirways," ""good news. We've located the crew and made contact with them"". flight was supposed to leave 4 minutes ago. #usairwaysfail",0.7,0.6000000000000001
10226,@USAirways looks like you lost another customer  when you stranded @41CGQueen at CLT she vows never to fly with you again #smoothtransition,@USAirways, looks like you lost another customer  when you stranded  at CLT she vows never to fly with you again #smoothtransition,0.8,0.9
10242,@USAirways XNA has TSA Precheck! Would be nice if your system knew that.,@USAirways, XNA has TSA Precheck! Would be nice if your system knew that.,0.6,1.0
10253,"@USAirways @AmericanAir I was meant to fly on Sat, you just made it Tues, I can't afford to stay in a hotel for another TWO nights!",@USAirways,"  I was meant to fly on Sat, you just made it Tues, I can't afford to stay in a hotel for another TWO nights!",1.0,0.9
10260,@USAirways @AmericanAir Flying from Orlando to Philly to Charlotte to Lynchburg. Saw advisory re Philly. Wld like to fly from Orl to Char,@USAirways,  Flying from Orlando to Philly to Charlotte to Lynchburg. Saw advisory re Philly. Wld like to fly from Orl to Char,0.8,0.9
10262,@USAirways @jtrexsocial exactly! How? I've been disconnected 3 times!!!!,@USAirways,  exactly! How? I've been disconnected 3 times!!!!,0.762939453125,0.25
10390,@USAirways Thanks guys! Got hold of someone. Really awesome service I appreciate it :),@USAirways, Thanks guys! Got hold of someone. Really awesome service I appreciate it :),0.5833333333333334,0.7333333333333334
10399,"@USAirways cannot book to redeem companion fair without speaking to agent. $99 vs $1200, this is a family emergency #unacceptable",@USAirways," cannot book to redeem companion fair without speaking to agent. $99 vs $1200, this is a family emergency #unacceptable",0.7,0.9
10472,"@USAirways woohoo! He still has 1 more flight but so happy to hear they're in the air, just about cried! (Must be the preggo hormones!) thx!",@USAirways," woohoo! He still has 1 more flight but so happy to hear they're in the air, just about cried! (Must be the preggo hormones!) thx!",0.75,0.75
10484,@USAirways thank you! You have always been so good to me. I will follow up.,@USAirways, thank you! You have always been so good to me. I will follow up.,0.7,0.6000000000000001
10491,@USAirways sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!,@USAirways, sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!,1.0,0.75
10494,@USAirways this very pregnant lady's hoping &amp;praying hubbys flight from BWI gets off the ground! I'd like him to get here before baby does!,@USAirways, this very pregnant lady's hoping &amp;praying hubbys flight from BWI gets off the ground! I'd like him to get here before baby does!,0.6770833333333335,0.65
10511,@USAirways I love you guys!!!,@USAirways, I love you guys!!!,0.9765625,0.6
10514,@USAirways what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me.,@USAirways, what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me.,1.0,0.9
10527,@USAirways I called twice the recording says that it has being delivered to my apt but it is not here ?,@USAirways, I called twice the recording says that it has being delivered to my apt but it is not here ?,0.6,1.0
10532,@USAirways your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!,@USAirways, your team member at DCA- Tamara R. is her name was awesome. You should have more employees like her!,0.8125,0.75
10536,@USAirways @AmericanAir WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE,@USAirways,  WHERE IS MY BAG ?#SOS ITIS BEING LOST FOR MORE THAN 24 HOURS ! #POORCUSTUMERSERVICE,0.625,0.5
10563,"Hey @USAirways based on the number of retweets and likes on my FB post, it's nice to know I'm not alone in my frustrations with you guys!",,"Hey  based on the number of retweets and likes on my FB post, it's nice to know I'm not alone in my frustrations with you guys!",0.75,1.0
10608,@USAirways baggage drop at phl b/c is incredibly backed up... unacceptable service,@USAirways, baggage drop at phl b/c is incredibly backed up... unacceptable service,0.9,0.9
10610,"@USAirways trying 2 fly frm DCA to SRQ to visit a family member in hospice but 4532 was Cancelled Flightled, can someone assist me?",@USAirways," trying 2 fly frm DCA to SRQ to visit a family member in hospice but 4532 was Cancelled Flightled, can someone assist me?",0.8,0.9
10644,"@USAirways Congrats, you've just lost a customer for good. When I made a United weather change, free/5 min. You guys 2 hrs on hold &amp; $25.",@USAirways," Congrats, you've just lost a customer for good. When I made a United weather change, free/5 min. You guys 2 hrs on hold &amp; $25.",0.7,0.6000000000000001
10669,@USAirways -doing best??? Think not. Lousy way to run an airline. Why no online way to connect? You be on hold for 2hrs &amp; then zip,@USAirways, -doing best??? Think not. Lousy way to run an airline. Why no online way to connect? You be on hold for 2hrs &amp; then zip,0.625,0.4
10685,@USAirways Kudos to Robin at @PHXSkyHarbor Lost/Found for reuniting me w/ my iPad. She was delightful to work with!,@USAirways, Kudos to Robin at  Lost/Found for reuniting me w/ my iPad. She was delightful to work with!,1.0,1.0
10691,@USAirways experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism,@USAirways, experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism,0.6666666666666666,1.0
10700,@USAirways you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,@USAirways, you can thank supervisor Jeanine and her coworkers for the excellent customer service they provided,1.0,1.0
10715,"@USAirways @AmericanAir did I mention I'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?",@USAirways,"  did I mention I'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?",0.8,0.9
10727,@USAirways yes I did thank you! They did a great job turning the flight in jan !,@USAirways, yes I did thank you! They did a great job turning the flight in jan !,1.0,0.75
10805,@USAirways - Check-in staff at PHX are awesome! Great traffic control for general boarding.,@USAirways, - Check-in staff at PHX are awesome! Great traffic control for general boarding.,0.6166666666666667,0.75
10820,@USAirways it's vegas baby who doesn't have a good time in vegas lol,@USAirways, it's vegas baby who doesn't have a good time in vegas lol,0.75,0.65
10832,@USAirways awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.,@USAirways, awesome! Flight #676 out of philly on Tuesday. Party in row 15 if you're interested.,0.625,0.75
10834,@USAirways Call volumes are high so the best answer is to hang up on me?,@USAirways, Call volumes are high so the best answer is to hang up on me?,0.58,0.41999999999999993
10837,"@USAirways Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas",@USAirways," Welcome to North Texas US Air / American Air employees. 
Housing and Education are great opportunities in The GR8 State Of Texas",0.5333333333333333,0.5499999999999999
10847,@USAirways Nice try.  Doesn't apply to Philly.,@USAirways, Nice try.  Doesn't apply to Philly.,0.6,1.0
10854,"@USAirways awesome! And yes, @UpInAirClaire is!",@USAirways," awesome! And yes,  is!",1.0,1.0
10860,@USAirways Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!,@USAirways, Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!,0.6,0.9
10881,@USAirways Reservation agent on the phone did a great job.,@USAirways, Reservation agent on the phone did a great job.,0.8,0.75
10892,"@USAirways I fly quite a bit, and it's not difficult to communicate. If agents let people know what's happening, arrangements can be made",@USAirways," I fly quite a bit, and it's not difficult to communicate. If agents let people know what's happening, arrangements can be made",0.525,0.95
10903,@USAirways sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection,@USAirways, sitting on the ground in Charlotte with no gate or comms for flight deck great happy Friday hope i make my connection,0.8,0.875
10921,@USAirways it would be nice to just pull up to the gate. Still sitting here,@USAirways, it would be nice to just pull up to the gate. Still sitting here,0.6,1.0
10982,@USAirways why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.,@USAirways, why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.,0.8,0.9
10984,"“@USAirways: @jdbwaffles We're excited to have you fly with us, JB! When will this be?” Spring Break !!!",,"“  We're excited to have you fly with us, JB! When will this be?” Spring Break !!!",0.6875,0.825
11003,"@USAirways They don't stand alone for me, I bought tix based on USAir confirmed flight. What good is confirmation if you change it anyway?",@USAirways," They don't stand alone for me, I bought tix based on USAir confirmed flight. What good is confirmation if you change it anyway?",0.55,0.8
11025,@USAirways FA attendant on 4553 PHL to PWM tonight was fab!  An asset to your team.  From 1F. Have a great night team!,@USAirways, FA attendant on 4553 PHL to PWM tonight was fab!  An asset to your team.  From 1F. Have a great night team!,0.625,0.575
11091,@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ,@USAirways, please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ,0.78125,0.6
11109,@USAirways lol me too,@USAirways, lol me too,0.8,0.7
11142,@USAirways My flight cost me just under $800 and this is what happens? I fly with @united and have no problems. I come the US 4-5 times...,@USAirways, My flight cost me just under $800 and this is what happens? I fly with  and have no problems. I come the US 4-5 times...,0.8,0.9
11164,"@USAirways #success made flight , please thank the crew of 556 great time recovery",@USAirways," #success made flight , please thank the crew of 556 great time recovery",0.55,0.375
11180,@usairways if you could change your name to @southwestair and do what they do...that'd be awesome. Also this plane smells like onion rings.,@usairways, if you could change your name to  and do what they do...that'd be awesome. Also this plane smells like onion rings.,1.0,1.0
11199,@USAirways found great prices thru US Air for honeymoon. Website wont work and been on hold for more than a hour now after being told 10 min,@USAirways, found great prices thru US Air for honeymoon. Website wont work and been on hold for more than a hour now after being told 10 min,0.65,0.625
11260,"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags",@USAirways," I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags",0.7,0.8
11266,@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.,@USAirways, any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.,0.6,1.0
11270,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent,,“  We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent,0.6,0.9
11308,@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything,@USAirways, on time today and from PHL! Nice work! #ThereIsAFirstForEverything,0.75,1.0
11334,“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?,,“  We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?,0.6,0.9
11351,@USAirways Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything,@USAirways, Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything,1.0,1.0
11429,@USAirways she also appreciated having her very own hashtag! :) #lucycat,@USAirways, she also appreciated having her very own hashtag! :) #lucycat,0.5583333333333333,0.7000000000000001
11436,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,@USAirways, YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1.0,0.3
11440,"@USAirways I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!",@USAirways," I don't mind waiting, I mind waiting on a plane, when I shouldn't have had to.  The airport has more room and you know.. food!",0.625,0.5
11455,@USAirways must be nice to take your customer service phone off the hook! #fendforyourself,@USAirways, must be nice to take your customer service phone off the hook! #fendforyourself,0.75,1.0
11461,@USAirways yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G,@USAirways, yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G,0.6,0.7
11513,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,@USAirways, YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1.0,0.3
11534,@usairways Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. @AmericanAir,@usairways, Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. ,0.5952380952380952,0.6785714285714285
11553,@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,@USAirways, YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1.0,0.3
11561,"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",@USAirways,"   provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",1.0,0.3
11564,@USAirways great but that still does not help me..,@USAirways, great but that still does not help me..,0.8,0.75
11565,@USAirways @Forsyth_Factor hope for no weather delays no help to reroute and your on your own for lodging non stop is the way to go,@USAirways,  hope for no weather delays no help to reroute and your on your own for lodging non stop is the way to go,0.6,1.0
11595,@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,@USAirways, YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏,1.0,0.3
11598,@USAirways Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,@USAirways, Shout out to the red-headed gate agent for flt 3389 from DCA to CHS at 7:10 tonight. Didn't get her name but she was great!,1.0,0.75
11603,"@USAirways Awesome USAir, TYSVM &lt;3",@USAirways," Awesome USAir, TYSVM &lt;3",1.0,1.0
11605,@USAirways  that would be lovely! You have great people working in your organization.,@USAirways,  that would be lovely! You have great people working in your organization.,0.7125,0.75
11610,"@USAirways TYVM USAir, Happy Night@ &lt;3",@USAirways," TYVM USAir, Happy Night@ &lt;3",0.8,1.0
11615,@USAirways not too impressed with your airlines but I would feel a lot better flying with if you upgraded me up to first class tomorrow,@USAirways, not too impressed with your airlines but I would feel a lot better flying with if you upgraded me up to first class tomorrow,0.5833333333333334,0.611111111111111
11643,@USAirways I just hope that pilot had a good day off,@USAirways, I just hope that pilot had a good day off,0.7,0.6000000000000001
11693,@USAirways @AmericanAir Your staff members are looking at me like I have two heads. Check your own websites!!! http://t.co/8Hh0c63TIe,@USAirways,  Your staff members are looking at me like I have two heads. Check your own websites!!! http://t.co/8Hh0c63TIe,1.0,1.0
11697,@USAirways flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways,@USAirways, flight 4524 delayed for 2 hours for a deadhead crew.  Lets make 150 paying customers wait ...that is great service #USAirways,0.8,0.75
11706,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏,@USAirways, YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE 🙏🙏🙏😢😢😢🙏🙏🙏,1.0,0.6
11714,@USAirways YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,@USAirways, YOU ARE THE BEST AIRWAYS! Follow me please!!!!!🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1.0,0.3
11720,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉),@USAirways, YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉),1.0,0.6
11732,@USAirways tooooo many Cancelled Flightations! My chain of command hates me now,@USAirways, tooooo many Cancelled Flightations! My chain of command hates me now,0.625,0.5
11750,@USAirways great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,@USAirways, great job communicating to the passengers! Flight 1855 doesn't exist anymore? http://t.co/hLZaHXkdSn,1.0,0.75
11784,@USAirways Absolutely!! The staff was amazing!!,@USAirways, Absolutely!! The staff was amazing!!,0.625,0.9
11786,@USAirways Haha - that will indeed be a great day!,@USAirways, Haha - that will indeed be a great day!,0.6,0.525
11792,@USAirways @AmericanAir  best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,@USAirways,   best u could do-I might get my refund within 2 billing cycles. Months of u guys asking for another chance. I'm done,1.0,0.3
11805,@USAirways — I had exceptional service on flight #403 from IND to PHX!!,@USAirways, — I had exceptional service on flight #403 from IND to PHX!!,1.0,1.0
11806,@USAirways it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???,@USAirways, it's be nice to take a flight and have some level of consistency / service from the flight attendants. Quality control???,0.6,1.0
11928,"@AmericanAir yes yes yes,so glad to be headed home!",@AmericanAir," yes yes yes,so glad to be headed home!",0.625,1.0
11929,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,@AmericanAir, don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,0.8,0.9
11957,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,@AmericanAir, cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly   they take,0.8,0.9
11973,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",@AmericanAir," ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",0.875,0.6000000000000001
11974,@AmericanAir These birds could fly to South America for example #Argentina,@AmericanAir, These birds could fly to South America for example #Argentina,0.8,0.9
11976,"@AmericanAir great, thanks!",@AmericanAir," great, thanks!",0.525,0.475
11977,@AmericanAir awesome. Thanks!,@AmericanAir, awesome. Thanks!,0.625,0.6
11997,@AmericanAir These are some awesome photos. Thanks for sharing! 😁,@AmericanAir, These are some awesome photos. Thanks for sharing! 😁,0.625,0.6
12024,@AmericanAir @dfwairport you 2 together are the best part of flying!,@AmericanAir,  you 2 together are the best part of flying!,1.0,0.3
12039,@DeltaAssist what I have to say is more than 140 characters! Plus you don't follow me,@DeltaAssist, what I have to say is more than 140 characters! Plus you don't follow me,0.625,0.5
12089,"@AmericanAir yes yes yes,so glad to be headed home!",@AmericanAir," yes yes yes,so glad to be headed home!",0.625,1.0
12090,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,@AmericanAir, don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,0.8,0.9
12118,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,@AmericanAir, cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly   they take,0.8,0.9
12134,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",@AmericanAir," ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",0.875,0.6000000000000001
12135,@AmericanAir These birds could fly to South America for example #Argentina,@AmericanAir, These birds could fly to South America for example #Argentina,0.8,0.9
12137,"@AmericanAir great, thanks!",@AmericanAir," great, thanks!",0.525,0.475
12138,@AmericanAir awesome. Thanks!,@AmericanAir, awesome. Thanks!,0.625,0.6
12158,@AmericanAir These are some awesome photos. Thanks for sharing! 😁,@AmericanAir, These are some awesome photos. Thanks for sharing! 😁,0.625,0.6
12186,@AmericanAir Nice to read it! Thank you very much!,@AmericanAir, Nice to read it! Thank you very much!,0.5375,0.63
12191,@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!,@AmericanAir,  me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!,0.75,0.675
12196,@AmericanAir @dfwairport you 2 together are the best part of flying!,@AmericanAir,  you 2 together are the best part of flying!,1.0,0.3
12219,“@AmericanAir: Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol,,“ Bet these birds wish they'd flown south for the #winter... http://t.co/tY9C0Gae2o” Lol,0.8,0.7
12235,Happy #TT to my friends @AmericanAir . Hope the weather isn't causing you too many headaches.,,Happy #TT to my friends  . Hope the weather isn't causing you too many headaches.,0.65,0.75
12242,"@AmericanAir just look at RDU airport. please think about the safety of your passengers. we cant get to RDU safely!

http://t.co/wDyEkVB1Ze",@AmericanAir," just look at RDU airport. please think about the safety of your passengers. we cant get to RDU safely!

http://t.co/wDyEkVB1Ze",0.625,0.5
12263,"@AmericanAir I guess that is your way of saying thanks for sharing but I can't help you, Good Luck. Happy Birthday to me. Ugh",@AmericanAir," I guess that is your way of saying thanks for sharing but I can't help you, Good Luck. Happy Birthday to me. Ugh",0.5666666666666667,0.6
12266,@AmericanAir fly my child,@AmericanAir, fly my child,0.8,0.9
12270,@AmericanAir Oh they seem  to have reappeared now lol,@AmericanAir, Oh they seem  to have reappeared now lol,0.8,0.7
12306,@AmericanAir great thank you,@AmericanAir, great thank you,0.8,0.75
12330,"@AmericanAir although you have no control of the weather, you came through with a great customer service",@AmericanAir," although you have no control of the weather, you came through with a great customer service",0.8,0.75
12334,"@AmericanAir depends on the terminal, what' the best option? Arrive C, depart A. Breakfast burrito is what I'm craving.. Any update on 1119?",@AmericanAir," depends on the terminal, what' the best option? Arrive C, depart A. Breakfast burrito is what I'm craving.. Any update on 1119?",1.0,0.3
12354,"“@AmericanAir: @Dumas2TTG Good morning, Tamara. We'll try to get you comfortably on a flight as soon as we can.”#NoXTraLegRoom #NoCoatCloset",,"“  Good morning, Tamara. We'll try to get you comfortably on a flight as soon as we can.”#NoXTraLegRoom #NoCoatCloset",0.55,0.7000000000000001
12360,@AmericanAir Thank you for being so responsive on Twitter. Truly impressive.,@AmericanAir, Thank you for being so responsive on Twitter. Truly impressive.,1.0,1.0
12369,"I'd like the 11c I originally tried for @AmericanAir - again, happy to pay the difference",,"I'd like the 11c I originally tried for  - again, happy to pay the difference",0.5875,0.875
12376,"@AmericanAir when will there be wifi on the DCA-STL route?  2 hour flight, could use some love!",@AmericanAir," when will there be wifi on the DCA-STL route?  2 hour flight, could use some love!",0.625,0.6
12391,@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!,@AmericanAir, great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!,1.0,0.75
12395,@AmericanAir Good morning!  Wondering why my pre-TSA check was not on my boarding pass this morning??,@AmericanAir, Good morning!  Wondering why my pre-TSA check was not on my boarding pass this morning??,0.875,0.6000000000000001
12399,@AmericanAir @superyan I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.,@AmericanAir,  I did not get any compensation after Cancelled Flighting my departure TWICE and made me missed my own wedding.,0.6,1.0
12413,@AmericanAir I fly weekly with you and haven't seen one,@AmericanAir, I fly weekly with you and haven't seen one,0.8,0.9
12418,@AmericanAir Amazing to watch @chasefoster (who travels with celebs all over the world) show the youth of America who *not* to fly with.,@AmericanAir, Amazing to watch  (who travels with celebs all over the world) show the youth of America who *not* to fly with.,0.7000000000000001,0.9
12423,@AmericanAir thanks! Flight 2160 today. Great crew!,@AmericanAir, thanks! Flight 2160 today. Great crew!,0.625,0.475
12428,@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe,@AmericanAir, is rising like the sun at DCA this morning.   members have the best view. #avgeek http://t.co/VAhdekVOKe,1.0,0.3
12431,"@AmericanAir and @CVGairport get it together, perfect combination for delays and Cancelled Flightlations",@AmericanAir," and  get it together, perfect combination for delays and Cancelled Flightlations",1.0,1.0
12462,Lol great answer.. “@AmericanAir: @JayFranceschi Our agents are checking in passengers as quickly as possible. We appreciate your patience.”,,Lol great answer.. “  Our agents are checking in passengers as quickly as possible. We appreciate your patience.”,0.5333333333333333,0.8166666666666668
12549,"@AmericanAir yeah, buy me a @Delta plane ticket from San Diego to Detroit so I can fly one of their planes home tomorrow",@AmericanAir," yeah, buy me a  plane ticket from San Diego to Detroit so I can fly one of their planes home tomorrow",0.8,0.9
12590,@AmericanAir Oh trust me. I am in love. It is so beautiful!,@AmericanAir, Oh trust me. I am in love. It is so beautiful!,0.75,0.8
12591,@AmericanAir followed!  Sure hope you can help!,@AmericanAir, followed!  Sure hope you can help!,0.625,0.8888888888888888
12593,"@AmericanAir I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!",@AmericanAir," I love the service and cheap upgrades American Provides! One of the best airlines ever! good food, good seats, amazing thanks!",0.51875,0.48750000000000004
12603,@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.,@AmericanAir, I FOUND MY FOOTAGE!! :D I am so so happy.,0.9,1.0
12617,"@AmericanAir You're clueless. A kind rez agnt contacted USAir 4me around midnite, told them what to do. If not that I'd have missed funeral.",@AmericanAir," You're clueless. A kind rez agnt contacted USAir 4me around midnite, told them what to do. If not that I'd have missed funeral.",0.6,0.9
12618,"Nice try @AmericanAir I heard your crew whisper ""she's still at the hotel, she probably doesn't think she has to work until tomorrow""",,"Nice try  I heard your crew whisper ""she's still at the hotel, she probably doesn't think she has to work until tomorrow""",0.6,1.0
12632,@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.,@AmericanAir, Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.,0.5625,0.5
12640,"@AmericanAir Great, then tell me how you will fix it? @Suntimes @WSJ @latimes @nytimes #media #filmcrew #photography #cameragear",@AmericanAir," Great, then tell me how you will fix it?     #media #filmcrew #photography #cameragear",0.8,0.75
12668,@AmericanAir Best planes in the business. NOT? AA5411 today. http://t.co/I7Vdi9WqSF,@AmericanAir, Best planes in the business. NOT? AA5411 today. http://t.co/I7Vdi9WqSF,1.0,0.3
12725,"Without notifying though? “@AmericanAir: @krescate We don't like Cancelled Flightling flights, Kim, but weather has not played nice with us.""",,"Without notifying though? “  We don't like Cancelled Flightling flights, Kim, but weather has not played nice with us.""",0.6,1.0
12726,"Still thinking, those PJs may have me sold @AmericanAir @momsgoodeats We'd #love to have you on board with us! @MandarinJourney here I come",,"Still thinking, those PJs may have me sold   We'd #love to have you on board with us!  here I come",0.625,0.6
12743,@AmericanAir the folks at the Executive Platinum desk are great pros.  They understand my displeasure with change fees and switch to SW.,@AmericanAir, the folks at the Executive Platinum desk are great pros.  They understand my displeasure with change fees and switch to SW.,0.8,0.75
12758,"@AmericanAir would you like any additional details of my issue? Airport, flight, agent name? Or are you happy w/ this automated lip service?",@AmericanAir," would you like any additional details of my issue? Airport, flight, agent name? Or are you happy w/ this automated lip service?",0.8,1.0
12790,"@AmericanAir @barrettkarabis what a joke you can mail
The receipt !! Yet. We can't mail
Them
A payment and fly before hand right",@AmericanAir,"  what a joke you can mail
The receipt !! Yet. We can't mail
Them
A payment and fly before hand right",0.5428571428571429,0.7178571428571429
12792,@AmericanAir keep up the good work.  Got me to my destination safe and on time today,@AmericanAir, keep up the good work.  Got me to my destination safe and on time today,0.6,0.55
12808,@AmericanAir Was not on board you today just watched report unfold on Twitter but still am very proud!,@AmericanAir, Was not on board you today just watched report unfold on Twitter but still am very proud!,1.0,1.0
12814,@AmericanAir I'll try to have a great week once I receive it 😩😭💔,@AmericanAir, I'll try to have a great week once I receive it 😩😭💔,0.8,0.75
